name,year,county,time,pop,seed,sheep,lynx,lynx1,wolf,wolf1,popst,red,north,east,north2,east2
Norrb,99,1,72,1.3,333,229,0.009,0,0.151,0.377,"134,769",5.3,1439,513,20707,2632
Vasterb,99,2,72,2.4,726,1055,0.017,0.034,0.304,0.219,"143,735",12,1179,415,13900,1722
Jamt,99,3,72,2.1,395,1630,0.314,0.296,0.739,0.776,"111,391",12.7,976,222,9526,493
Vastern,99,4,72,10.1,2338,4523,0.173,0.13,0,0,"232,311",16.4,962,387,9254,1498
Gavle,99,5,72,12,3543,4118,0.202,0.304,0,0,"238,048",51.3,756,336,5715,1129
Koppar,99,6,72,7.2,3187,2103,0.23,0.099,0.164,0.132,"217,708",31.4,696,221,4844,488
Varm,99,7,72,13.1,9695,3248,0,0.103,0,0,"254,284",112.2,564,140,3181,196
Upps,99,8,72,17.2,16966,6567,0,0,0,0,"123,863",148.4,588,422,3457,1781
Vastml,99,9,72,22.4,18700,4696,0,0,0,0,"148,271",238,557,337,3102,1136
Stock,99,10,72,69.7,20127,6060,0,0.147,0,0,"473,476",156.3,519,453,2694,2052
Orebro,99,11,72,20.9,14468,3073,0.214,0.107,0,0,"194,924",114.9,499,254,2490,645
Soderml,99,12,72,25.3,21101,4640,0,0,0,0,"167,428",170,463,361,2144,1303
Skara,99,13,72,29.3,44678,6499,0,0,0,0,"241,069",150.5,382,170,1459,289
Alvsb,99,14,72,22.6,22742,5029,0,0,0,0,"279,514",108.8,352,101,1239,102
Goteborg,99,15,72,63.4,22339,4970,0.188,0,0,0,"337,175",114.8,381,44,1452,19
Ostergl,99,16,72,24,20583,6031,0,0,0,0,"279,449",202.3,375,302,1406,912
Kalmar,99,17,72,19.5,14906,8084,0,0,0,0,"227,625",116,237,323,562,1043
Jonk,99,18,72,19,16325,10589,0,0,0,0,"203,036",59,269,217,724,471
Halland,99,19,72,24.8,24358,7372,0.35,0,0,0,"141,688",107.4,208,107,433,114
Kronob,99,20,72,16.9,14631,7385,0,0,0,0,"159,124",106.3,184,224,339,502
Kristian,99,21,72,34.7,31260,8216,0,0,0,0,"219,166",105.8,103,170,106,289
Blek,99,22,72,47.9,24520,7323,0,0,0,0,"146,302",125.4,120,263,144,692
Malmo,99,23,72,81,62733,9787,0,0,0,0,"409,304",172.8,58,136,34,185
Norrb,0,1,73,1.3,331,161,0.009,0.009,0.245,0.151,"134,769",5.1,1439,513,20707,2632
Vasterb,0,2,73,2.4,700,1221,0,0.017,0.118,0.304,"143,735",10.1,1179,415,13900,1722
Jamt,0,3,73,2.1,393,1642,0.277,0.314,0.407,0.739,"111,391",12.3,976,222,9526,493
Vastern,0,4,73,10.1,2350,4302,0.043,0.173,0,0,"232,311",13,962,387,9254,1498
Gavle,0,5,73,12,3543,4118,0.253,0.202,0,0,"238,048",53.7,756,336,5715,1129
Koppar,0,6,73,7.2,3250,2006,0.329,0.23,0,0.164,"217,708",38.2,696,221,4844,488
Varm,0,7,73,13.1,9683,3389,0,0,0,0,"254,284",115.3,564,140,3181,196
Upps,0,8,73,17.2,16809,6265,0,0,0,0,"123,863",171.5,588,422,3457,1781
Vastml,0,9,73,22.4,18740,4694,0,0,0,0,"148,271",195.7,557,337,3102,1136
Stock,0,10,73,69.7,20167,5936,0,0,0,0,"473,476",137,519,453,2694,2052
Orebro,0,11,73,20.9,14799,2858,0,0.214,0,0,"194,924",103.3,499,254,2490,645
Soderml,0,12,73,25.3,21133,4375,0,0,0,0,"167,428",173.2,463,361,2144,1303
Skara,0,13,73,29.3,44710,6521,0,0,0,0,"241,069",152.1,382,170,1459,289
Alvsb,0,14,73,22.6,22061,4680,0,0,0,0,"279,514",106.4,352,101,1239,102
Goteborg,0,15,73,63.4,22339,4969,0,0.188,0,0,"337,175",126.1,381,44,1452,19
Ostergl,0,16,73,24,20798,6189,0,0,0,0,"279,449",184.5,375,302,1406,912
Kalmar,0,17,73,19.5,15175,8007,0,0,0,0,"227,625",128.8,237,323,562,1043
Jonk,0,18,73,19,16313,10555,0,0,0,0,"203,036",107.6,269,217,724,471
Halland,0,19,73,24.8,24406,7371,0,0.35,0,0,"141,688",95.5,208,107,433,114
Kronob,0,20,73,16.9,14477,7363,0,0,0,0,"159,124",95.1,184,224,339,502
Kristian,0,21,73,34.7,31199,8077,0,0,0,0,"219,166",123,103,170,106,289
Blek,0,22,73,47.9,24643,7025,0,0,0,0,"146,302",110.3,120,263,144,692
Malmo,0,23,73,81,62646,8747,0,0,0,0,"409,304",136.8,58,136,34,185
Norrb,1,1,74,1.3,326,176,0,0.009,0.208,0.245,"134,769",3.1,1439,513,20707,2632
Vasterb,1,2,74,2.4,715,1214,0,0,0,0.118,"143,735",12.1,1179,415,13900,1722
Jamt,1,3,74,2.1,402,1638,0.259,0.277,0.277,0.407,"111,391",0.8,976,222,9526,493
Vastern,1,4,74,10.1,2358,4075,0,0.043,0,0,"232,311",43.3,962,387,9254,1498
Gavle,1,5,74,12,3543,4118,0,0.253,0,0,"238,048",36.8,756,336,5715,1129
Koppar,1,6,74,7.2,3281,1889,0.033,0.329,0.033,0,"217,708",34.2,696,221,4844,488
Varm,1,7,74,13.1,9756,3290,0,0,0,0,"254,284",117.2,564,140,3181,196
Upps,1,8,74,17.2,16753,6012,0,0,0,0,"123,863",153.6,588,422,3457,1781
Vastml,1,9,74,22.4,18554,4644,0,0,0,0,"148,271",159.5,557,337,3102,1136
Stock,1,10,74,69.7,20187,5663,0,0,0,0,"473,476",137,519,453,2694,2052
Orebro,1,11,74,20.9,14756,2763,0,0,0,0,"194,924",106.6,499,254,2490,645
Soderml,1,12,74,25.3,21037,4043,0,0,0,0,"167,428",152,463,361,2144,1303
Skara,1,13,74,29.3,45923,6650,0,0,0,0,"241,069",138.7,382,170,1459,289
Alvsb,1,14,74,22.6,21848,4376,0.081,0,0,0,"279,514",60.5,352,101,1239,102
Goteborg,1,15,74,63.4,22190,4821,0,0,0,0,"337,175",106.6,381,44,1452,19
Ostergl,1,16,74,24,20660,6229,0,0,0,0,"279,449",194.9,375,302,1406,912
Kalmar,1,17,74,19.5,15268,8025,0,0,0,0,"227,625",127,237,323,562,1043
Jonk,1,18,74,19,16306,9998,0,0,0,0,"203,036",24.7,269,217,724,471
Halland,1,19,74,24.8,24439,7370,0,0,0,0,"141,688",71,208,107,433,114
Kronob,1,20,74,16.9,14485,7162,0,0,0,0,"159,124",81.4,184,224,339,502
Kristian,1,21,74,34.7,30926,7653,0,0,0,0,"219,166",116.4,103,170,106,289
Blek,1,22,74,47.9,24460,6595,0,0,0,0,"146,302",130.6,120,263,144,692
Malmo,1,23,74,81,64249,8272,0,0,0,0,"409,304",139.4,58,136,34,185
Norrb,2,1,75,1.3,327,334,0.028,0,0.189,0.208,"134,769",6.4,1439,513,20707,2632
Vasterb,2,2,75,2.4,756,1035,0,0,0,0,"143,735",11.5,1179,415,13900,1722
Jamt,2,3,75,2.1,401,1450,0.203,0.259,0.296,0.277,"111,391",10.9,976,222,9526,493
Vastern,2,4,75,10.1,2339,3488,0,0,0,0,"232,311",22.9,962,387,9254,1498
Gavle,2,5,75,12,3543,4118,0,0,0,0,"238,048",59.5,756,336,5715,1129
Koppar,2,6,75,7.2,3232,1864,0,0.033,0.263,0.033,"217,708",30.2,696,221,4844,488
Varm,2,7,75,13.1,9782,2883,0,0,0,0,"254,284",115.3,564,140,3181,196
Upps,2,8,75,17.2,16737,5940,0,0,0,0,"123,863",131.6,588,422,3457,1781
Vastml,2,9,75,22.4,18928,4582,0,0,0,0,"148,271",141.8,557,337,3102,1136
Stock,2,10,75,69.7,20130,5509,0.147,0,0,0,"473,476",120.3,519,453,2694,2052
Orebro,2,11,75,20.9,14740,2659,0,0,0,0,"194,924",105.4,499,254,2490,645
Soderml,2,12,75,25.3,21163,3932,0,0,0,0,"167,428",153,463,361,2144,1303
Skara,2,13,75,29.3,46105,6525,0,0,0,0,"241,069",162,382,170,1459,289
Alvsb,2,14,75,22.6,21816,4102,0,0.081,0,0,"279,514",94.9,352,101,1239,102
Goteborg,2,15,75,63.4,21842,4669,0.188,0,0,0,"337,175",144,381,44,1452,19
Ostergl,2,16,75,24,20804,6122,0,0,0,0,"279,449",190.5,375,302,1406,912
Kalmar,2,17,75,19.5,15235,8001,0,0,0,0,"227,625",104.8,237,323,562,1043
Jonk,2,18,75,19,16237,10099,0,0,0,0,"203,036",51.1,269,217,724,471
Halland,2,19,75,24.8,24476,7359,0,0,0,0,"141,688",88.6,208,107,433,114
Kronob,2,20,75,16.9,14613,7052,0,0,0,0,"159,124",95,184,224,339,502
Kristian,2,21,75,34.7,30742,7350,0,0,0,0,"219,166",97.8,103,170,106,289
Blek,2,22,75,47.9,24651,6465,0,0,0,0,"146,302",127.6,120,263,144,692
Malmo,2,23,75,81,62528,7176,0,0,0,0,"409,304",133,58,136,34,185
Norrb,3,1,76,1.4,331,334,0.009,0.028,0.047,0.189,"150,220",3.8,1439,513,20707,2632
Vasterb,3,2,76,2.6,770,939,0,0,0,0,"152,746",10.8,1179,415,13900,1722
Jamt,3,3,76,2.1,383,1398,0.129,0.203,0.259,0.296,"113,229",9.9,976,222,9526,493
Gavle,3,5,76,12.5,3587,4110,0,0,0,0,"246,153",49.2,756,336,5715,1129
Koppar,3,6,76,7.4,3129,1863,0,0,0,0.263,"223,893",30.4,696,221,4844,488
Varm,3,7,76,13.2,10030,2856,0,0,0,0,"255,142",107.4,564,140,3181,196
Upps,3,8,76,17.4,16593,5534,0,0,0,0,"125,610",124.6,588,422,3457,1781
Vastml,3,9,76,22.5,18928,4582,0,0,0,0,"149,050",148.5,557,337,3102,1136
Stock,3,10,76,76.1,19940,5378,0,0.147,0,0,"516,816",138,519,453,2694,2052
Orebro,3,11,76,21.4,14838,2606,0,0,0,0,"200,087",100,499,254,2490,645
Soderml,3,12,76,25.7,21058,3811,0,0,0,0,"169,576",173,463,361,2144,1303
Skara,3,13,76,29.1,46041,6561,0,0,0,0,"239,320",144,382,170,1459,289
Alvsb,3,14,76,22.6,21952,3997,0,0,0,0,"280,360",121.1,352,101,1239,102
Goteborg,3,15,76,67.1,21661,4599,0,0.188,0,0,"357,120",133.3,381,44,1452,19
Ostergl,3,16,76,24.7,20509,5738,0,0,0,0,"287,421",199.6,375,302,1406,912
Kalmar,3,17,76,19.4,15335,7966,0,0,0,0,"226,876",120.4,237,323,562,1043
Jonk,3,18,76,19.3,15973,9899,0,0,0,0,"206,177",45,269,217,724,471
Halland,3,19,76,25.1,24514,7359,0,0,0,0,"143,448",92.7,208,107,433,114
Kronob,3,20,76,16.7,14711,6974,0,0,0,0,"157,555",98.2,184,224,339,502
Kristian,3,21,76,34.8,30787,7479,0,0,0,0,"220,104",124.1,103,170,106,289
Blek,3,22,76,48.7,24660,6222,0,0,0,0,"148,755",123.7,120,263,144,692
Malmo,3,23,76,85.3,62047,6923,0,0,0,0,"430,955",119.2,58,136,34,185
Norrb,4,1,77,1.4,332,334,0,0.009,0.189,0.047,"150,220",12,1439,513,20707,2632
Vasterb,4,2,77,2.6,784,882,0,0,0,0,"152,746",14.8,1179,415,13900,1722
Jamt,4,3,77,2.1,391,1380,0.129,0.129,0.222,0.259,"113,229",15,976,222,9526,493
Gavle,4,5,77,12.5,3593,4110,0,0,0,0,"246,153",2.3,756,336,5715,1129
Koppar,4,6,77,7.4,3062,1785,0,0,0,0,"223,893",26.3,696,221,4844,488
Varm,4,7,77,13.2,10071,2481,0,0,0,0,"255,142",47.9,564,140,3181,196
Upps,4,8,77,17.4,16756,5215,0,0,0,0,"125,610",184.7,588,422,3457,1781
Vastml,4,9,77,22.5,18928,4582,0,0,0,0,"149,050",162.2,557,337,3102,1136
Stock,4,10,77,76.1,20031,5205,0,0,0,0,"516,816",140.5,519,453,2694,2052
Orebro,4,11,77,21.4,14556,2280,0,0,0,0,"200,087",104.1,499,254,2490,645
Soderml,4,12,77,25.7,20942,3611,0,0,0,0,"169,576",171.8,463,361,2144,1303
Skara,4,13,77,29.1,46563,5738,0,0,0,0,"239,320",211.3,382,170,1459,289
Alvsb,4,14,77,22.6,21895,3700,0,0,0,0,"280,360",128.7,352,101,1239,102
Goteborg,4,15,77,67.1,21366,2468,0,0,0,0,"357,120",125.9,381,44,1452,19
Ostergl,4,16,77,24.7,20742,5451,0,0,0,0,"287,421",226.9,375,302,1406,912
Kalmar,4,17,77,19.4,15435,7872,0,0,0,0,"226,876",288.4,237,323,562,1043
Jonk,4,18,77,19.3,16280,9705,0,0,0,0,"206,177",62.9,269,217,724,471
Halland,4,19,77,25.1,25306,6563,0,0,0,0,"143,448",145.1,208,107,433,114
Kronob,4,20,77,16.7,14688,6701,0,0,0,0,"157,555",124,184,224,339,502
Kristian,4,21,77,34.8,30825,7407,0,0,0,0,"220,104",121.9,103,170,106,289
Blek,4,22,77,48.7,24604,5823,0,0,0,0,"148,755",106.7,120,263,144,692
Malmo,4,23,77,85.3,61673,6424,0,0,0,0,"430,955",197.6,58,136,34,185
Norrb,5,1,78,1.4,332,327,0,0,0.094,0.189,"150,220",9.7,1439,513,20707,2632
Vasterb,5,2,78,2.6,807,924,0,0,0,0,"152,746",13.8,1179,415,13900,1722
Jamt,5,3,78,2.1,393,1393,0.018,0.129,0.055,0.222,"113,229",16.3,976,222,9526,493
Gavle,5,5,78,12.5,3593,4110,0,0,0,0,"246,153",47.5,756,336,5715,1129
Koppar,5,6,78,7.4,9037,1695,0,0,0,0,"223,893",19.3,696,221,4844,488
Varm,5,7,78,13.2,2065,2391,0,0,0,0,"255,142",45.5,564,140,3181,196
Upps,5,8,78,17.4,16861,5152,0,0,0,0,"125,610",135.7,588,422,3457,1781
Vastml,5,9,78,22.5,18928,4582,0,0,0,0,"149,050",156.5,557,337,3102,1136
Stock,5,10,78,76.1,19984,4785,0,0,0,0,"516,816",124.6,519,453,2694,2052
Orebro,5,11,78,21.4,14589,2133,0,0,0,0,"200,087",101,499,254,2490,645
Soderml,5,12,78,25.7,21017,3188,0,0,0,0,"169,576",157,463,361,2144,1303
Skara,5,13,78,29.1,24264,5950,0,0,0,0,"239,320",131.9,382,170,1459,289
Alvsb,5,14,78,22.6,21756,3417,0,0,0,0,"280,360",122.6,352,101,1239,102
Goteborg,5,15,78,67.1,20723,3047,0,0,0,0,"357,120",113.1,381,44,1452,19
Ostergl,5,16,78,24.7,20725,5290,0,0,0,0,"287,421",189.4,375,302,1406,912
Kalmar,5,17,78,19.4,15379,7738,0,0,0,0,"226,876",111.9,237,323,562,1043
Jonk,5,18,78,19.3,16819,9515,0,0,0,0,"206,177",88.6,269,217,724,471
Halland,5,19,78,25.1,25583,6109,0,0,0,0,"143,448",100.7,208,107,433,114
Kronob,5,20,78,16.7,14694,6559,0,0,0,0,"157,555",97.5,184,224,339,502
Kristian,5,21,78,34.8,30227,6709,0,0,0,0,"220,104",108,103,170,106,289
Blek,5,22,78,48.7,24794,5353,0,0,0,0,"148,755",115.9,120,263,144,692
Malmo,5,23,78,85.3,61876,6042,0,0,0,0,"430,955",116.6,58,136,34,185
Norrb,6,1,79,1.4,325,326,0,0,0.057,0.094,"150,220",6,1439,513,20707,2632
Vasterb,6,2,79,2.6,854,944,0.101,0,0,0,"152,746",9.7,1179,415,13900,1722
Jamt,6,3,79,2.1,396,1355,0.055,0.018,0.148,0.055,"113,229",8,976,222,9526,493
Vastern,6,4,79,10.4,2601,2988,0,0.043,0,0,"240,873",14.7,962,387,9254,1498
Gavle,6,5,79,12.5,3622,4092,0,0,0,0,"246,153",46.8,756,336,5715,1129
Koppar,6,6,79,7.4,2991,1658,0,0,0.395,0,"223,893",25.1,696,221,4844,488
Varm,6,7,79,13.2,10283,2269,0,0,0,0,"255,142",54.6,564,140,3181,196
Upps,6,8,79,17.4,16628,4975,0,0,0,0,"125,610",160.6,588,422,3457,1781
Vastml,6,9,79,22.5,18928,4582,0,0,0,0,"149,050",174.2,557,337,3102,1136
Stock,6,10,79,76.1,19931,4397,0,0,0,0,"516,816",125.5,519,453,2694,2052
Orebro,6,11,79,21.4,14300,2155,0,0,0,0,"200,087",87.8,499,254,2490,645
Soderml,6,12,79,25.7,20993,3107,0,0,0,0,"169,576",143.3,463,361,2144,1303
Skara,6,13,79,29.1,47009,6195,0,0,0,0,"239,320",128.3,382,170,1459,289
Alvsb,6,14,79,22.6,21589,3103,0,0,0,0,"280,360",127.9,352,101,1239,102
Goteborg,6,15,79,67.1,20357,3288,0,0,0,0,"357,120",104.5,381,44,1452,19
Ostergl,6,16,79,24.7,20887,5267,0,0,0,0,"287,421",188.6,375,302,1406,912
Kalmar,6,17,79,19.4,15376,7758,0,0,0,0,"226,876",211.6,237,323,562,1043
Jonk,6,18,79,19.3,17570,9669,0,0,0,0,"206,177",107.7,269,217,724,471
Halland,6,19,79,25.1,25036,5899,0,0,0,0,"143,448",73.1,208,107,433,114
Kronob,6,20,79,16.7,14417,6295,0,0,0,0,"157,555",89,184,224,339,502
Kristian,6,21,79,34.8,32063,5897,0,0,0,0,"220,104",110.3,103,170,106,289
Blek,6,22,79,48.7,24448,5122,0,0,0,0,"148,755",106,120,263,144,692
Malmo,6,23,79,85.3,61736,6020,0,0,0,0,"430,955",80,58,136,34,185
Norrb,7,1,80,1.4,331,308,0,0,0.189,0.057,"150,220",5.7,1439,513,20707,2632
Vasterb,7,2,80,2.6,859,926,0.017,0.101,0,0,"152,746",10.6,1179,415,13900,1722
Jamt,7,3,80,2.1,396,1326,0.166,0.055,0.037,0.148,"113,229",14.1,976,222,9526,493
Vastern,7,4,80,10.4,2355,2998,0.087,0,0.13,0,"240,873",18.6,962,387,9254,1498
Gavle,7,5,80,12.5,3631,4091,0,0,0,0,"246,153",61.3,756,336,5715,1129
Koppar,7,6,80,7.4,3125,1671,0,0,0.066,0.395,"223,893",26.3,696,221,4844,488
Varm,7,7,80,13.2,10081,2169,0,0,0,0,"255,142",54.5,564,140,3181,196
Upps,7,8,80,17.4,16904,4883,0,0,0,0,"125,610",140,588,422,3457,1781
Vastml,7,9,80,22.5,18928,4582,0,0,0,0,"149,050",141.8,557,337,3102,1136
Stock,7,10,80,76.1,19739,4189,0,0,0,0,"516,816",116.2,519,453,2694,2052
Orebro,7,11,80,21.4,14310,2022,0,0,0,0,"200,087",95.3,499,254,2490,645
Soderml,7,12,80,25.7,20895,2896,0,0,0,0,"169,576",140.3,463,361,2144,1303
Skara,7,13,80,29.1,47399,6455,0,0,0,0,"239,320",158.5,382,170,1459,289
Alvsb,7,14,80,22.6,21317,3095,0.242,0,0,0,"280,360",116.4,352,101,1239,102
Goteborg,7,15,80,67.1,20144,3360,0,0,0,0,"357,120",97.2,381,44,1452,19
Ostergl,7,16,80,24.7,20860,5071,0,0,0,0,"287,421",187.5,375,302,1406,912
Kalmar,7,17,80,19.4,15471,7625,0,0,0,0,"226,876",124.3,237,323,562,1043
Jonk,7,18,80,19.3,17938,9045,0.187,0,0,0,"206,177",68.5,269,217,724,471
Halland,7,19,80,25.1,24409,5790,0,0,0,0,"143,448",96.2,208,107,433,114
Kronob,7,20,80,16.7,14405,6120,0,0,0,0,"157,555",100.2,184,224,339,502
Kristian,7,21,80,34.8,31695,5301,0,0,0,0,"220,104",93.9,103,170,106,289
Blek,7,22,80,48.7,23829,4494,0,0,0,0,"148,755",124.7,120,263,144,692
Malmo,7,23,80,85.3,61563,5767,0,0,0,0,"430,955",96.8,58,136,34,185
Norrb,8,1,81,1.5,329,322,0,0,0.057,0.189,"161,132",6.7,1439,513,20707,2632
Vasterb,8,2,81,2.7,892,917,0.084,0.017,0.017,0,"161,366",16.6,1179,415,13900,1722
Jamt,8,3,81,2.2,395,1331,0.148,0.166,0.222,0.037,"118,115",17.5,976,222,9526,493
Vastern,8,4,81,10.8,2389,2946,0.303,0.087,0,0.13,"250,512",22.5,962,387,9254,1498
Gavle,8,5,81,12.8,3631,4091,0,0,0,0,"253,792",39.2,756,336,5715,1129
Koppar,8,6,81,7.7,3163,1608,0,0,0,0.066,"233,873",25.6,696,221,4844,488
Varm,8,7,81,13.4,10050,2073,0.052,0,0,0,"260,135",48.9,564,140,3181,196
Upps,8,8,81,17.8,16988,4722,0,0,0,0,"128,171",133.2,588,422,3457,1781
Vastml,8,9,81,23.6,18928,4582,0,0,0,0,"155,920",181.9,557,337,3102,1136
Stock,8,10,81,84.2,19552,4188,0,0,0,0,"571,504",137.6,519,453,2694,2052
Orebro,8,11,81,22.2,14147,1950,0,0,0,0,"207,021",101,499,254,2490,645
Soderml,8,12,81,27,20972,2814,0,0,0,0,"178,568",167.6,463,361,2144,1303
Skara,8,13,81,29.4,48185,6525,0,0,0,0,"241,284",208,382,170,1459,289
Alvsb,8,14,81,23.2,21165,3097,0,0.242,0,0,"287,692",131.1,352,101,1239,102
Goteborg,8,15,81,71.7,19918,3689,0,0,0,0,"381,270",110.1,381,44,1452,19
Ostergl,8,16,81,25.3,20920,4974,0,0,0,0,"294,179",201.4,375,302,1406,912
Kalmar,8,17,81,19.5,15438,7737,0,0,0,0,"228,129",125.2,237,323,562,1043
Jonk,8,18,81,20,18209,9138,0,0.187,0,0,"214,454",94.9,269,217,724,471
Halland,8,19,81,25.7,24802,5895,0,0,0,0,"147,224",127.5,208,107,433,114
Kronob,8,20,81,16.8,14251,5827,0,0,0,0,"157,965",121.9,184,224,339,502
Kristian,8,21,81,36.1,31967,5071,0,0,0,0,"228,307",107.8,103,170,106,289
Blek,8,22,81,48.9,23083,4279,0,0,0,0,"149,359",112.3,120,263,144,692
Malmo,8,23,81,90.5,61165,5657,0,0,0,0,"457,214",94,58,136,34,185
Norrb,9,1,82,1.5,323,322,0.028,0,0.236,0.057,"161,132",6,1439,513,20707,2632
Vasterb,9,2,82,2.7,890,922,0.067,0.084,0,0.017,"161,366",18.3,1179,415,13900,1722
Jamt,9,3,82,2.2,395,1294,0.166,0.148,0.018,0.222,"118,115",20.1,976,222,9526,493
Vastern,9,4,82,10.8,2369,2948,0.043,0.303,0,0,"250,512",19.2,962,387,9254,1498
Gavle,9,5,82,12.8,3631,4091,0,0,0,0,"253,792",64.1,756,336,5715,1129
Koppar,9,6,82,7.7,3271,1650,0,0,0,0,"233,873",22,696,221,4844,488
Varm,9,7,82,13.4,9989,1983,0,0.052,0,0,"260,135",52.2,564,140,3181,196
Upps,9,8,82,17.8,16937,4683,0,0,0,0,"128,171",115.5,588,422,3457,1781
Vastml,9,9,82,23.6,18928,4582,0,0,0,0,"155,920",116.6,557,337,3102,1136
Stock,9,10,82,84.2,19303,4145,0,0,0,0,"571,504",134.6,519,453,2694,2052
Orebro,9,11,82,22.2,14091,1924,0,0,0,0,"207,021",87.2,499,254,2490,645
Soderml,9,12,82,27,20961,2691,0,0,0,0,"178,568",144.4,463,361,2144,1303
Skara,9,13,82,29.4,48110,6408,0,0,0,0,"241,284",182.5,382,170,1459,289
Alvsb,9,14,82,23.2,21047,3158,0,0,0,0,"287,692",119.4,352,101,1239,102
Goteborg,9,15,82,71.7,19682,3930,0,0,0,0,"381,270",98.7,381,44,1452,19
Ostergl,9,16,82,25.3,20762,4862,0,0,0,0,"294,179",203.2,375,302,1406,912
Kalmar,9,17,82,19.5,15344,7525,0,0,0,0,"228,129",123.6,237,323,562,1043
Jonk,9,18,82,20,18155,9467,0,0,0,0,"214,454",185.4,269,217,724,471
Halland,9,19,82,25.7,25117,5745,0,0,0,0,"147,224",104,208,107,433,114
Kronob,9,20,82,16.8,14186,5750,0,0,0,0,"157,965",117.4,184,224,339,502
Kristian,9,21,82,36.1,31580,4845,0,0,0,0,"228,307",98.5,103,170,106,289
Blek,9,22,82,48.9,22600,3893,0,0,0,0,"149,359",92.3,120,263,144,692
Malmo,9,23,82,90.5,64489,9947,0,0,0,0,"457,214",99,58,136,34,185
Norrb,10,1,83,1.5,324,322,0.028,0.028,0.123,0.236,"161,132",5.8,1439,513,20707,2632
Vasterb,10,2,83,2.7,910,907,0.067,0.067,0,0,"161,366",18.1,1179,415,13900,1722
Jamt,10,3,83,2.2,391,1258,0.111,0.166,0.037,0.018,"118,115",18.3,976,222,9526,493
Vastern,10,4,83,10.8,2309,2869,0.389,0.043,0,0,"250,512",18.5,962,387,9254,1498
Gavle,10,5,83,12.8,3631,4091,0,0,0,0,"253,792",69.1,756,336,5715,1129
Koppar,10,6,83,7.7,3205,1635,0,0,0,0,"233,873",22.9,696,221,4844,488
Varm,10,7,83,13.4,9939,1972,0,0,0,0,"260,135",39.7,564,140,3181,196
Upps,10,8,83,17.8,16941,4568,0,0,0,0,"128,171",101.6,588,422,3457,1781
Vastml,10,9,83,23.6,18928,4582,0,0,0,0,"155,920",96.9,557,337,3102,1136
Stock,10,10,83,84.2,19114,4060,0,0,0,0,"571,504",120.8,519,453,2694,2052
Orebro,10,11,83,22.2,14020,1804,0,0,0,0,"207,021",119.2,499,254,2490,645
Soderml,10,12,83,27,20961,2771,0,0,0,0,"178,568",125,463,361,2144,1303
Skara,10,13,83,29.4,47885,6294,0,0,0,0,"241,284",123,382,170,1459,289
Alvsb,10,14,83,23.2,20989,3175,0,0,0,0,"287,692",102.8,352,101,1239,102
Goteborg,10,15,83,71.7,18910,3982,0,0,0,0,"381,270",78.2,381,44,1452,19
Ostergl,10,16,83,25.3,20749,4864,0,0,0,0,"294,179",160,375,302,1406,912
Kalmar,10,17,83,19.5,15327,7452,0,0,0,0,"228,129",86.3,237,323,562,1043
Jonk,10,18,83,20,17742,9335,0,0,0,0,"214,454",67.5,269,217,724,471
Halland,10,19,83,25.7,25588,5456,0,0,0,0,"147,224",180.4,208,107,433,114
Kronob,10,20,83,16.8,14192,5594,0,0,0,0,"157,965",92.3,184,224,339,502
Kristian,10,21,83,36.1,32027,4606,0,0,0,0,"228,307",99.7,103,170,106,289
Blek,10,22,83,48.9,22146,3478,0,0,0,0,"149,359",115.2,120,263,144,692
Malmo,10,23,83,90.5,64459,10031,0,0,0,0,"457,214",128.1,58,136,34,185
Norrb,11,1,84,1.5,326,349,0.028,0.028,0.349,0.123,"161,132",7.1,1439,513,20707,2632
Vasterb,11,2,84,2.7,925,862,0.034,0.067,0,0,"161,366",13.6,1179,415,13900,1722
Jamt,11,3,84,2.2,390,1233,0.314,0.111,0.055,0.037,"118,115",19.6,976,222,9526,493
Vastern,11,4,84,10.8,2351,2591,0.087,0.389,0,0,"250,512",17.1,962,387,9254,1498
Gavle,11,5,84,12.8,3631,4091,0,0,0,0,"253,792",44.7,756,336,5715,1129
Koppar,11,6,84,7.7,3265,1587,0,0,0,0,"233,873",20.9,696,221,4844,488
Varm,11,7,84,13.4,9716,1345,0,0,0,0,"260,135",34.6,564,140,3181,196
Upps,11,8,84,17.8,16755,4322,0,0,0,0,"128,171",100.1,588,422,3457,1781
Vastml,11,9,84,23.6,18928,4582,0,0,0,0,"155,920",90.7,557,337,3102,1136
Stock,11,10,84,84.2,18993,3997,0,0,0,0,"571,504",109.6,519,453,2694,2052
Orebro,11,11,84,22.2,13812,1520,0,0,0,0,"207,021",16.5,499,254,2490,645
Soderml,11,12,84,27,20935,2652,0,0,0,0,"178,568",115.2,463,361,2144,1303
Skara,11,13,84,29.4,47787,5899,0,0,0,0,"241,284",129.7,382,170,1459,289
Alvsb,11,14,84,23.2,20938,3012,0,0,0,0,"287,692",109.6,352,101,1239,102
Goteborg,11,15,84,71.7,18530,4010,0,0,0,0,"381,270",66.9,381,44,1452,19
Ostergl,11,16,84,25.3,20747,4737,0,0,0,0,"294,179",153.1,375,302,1406,912
Kalmar,11,17,84,19.5,15240,7322,0,0,0,0,"228,129",80.6,237,323,562,1043
Jonk,11,18,84,20,17685,8452,0,0,0,0,"214,454",63.6,269,217,724,471
Halland,11,19,84,25.7,25719,4970,0,0,0,0,"147,224",79.4,208,107,433,114
